timestamp	method	status	bytes	sha256	classification	host	url	content_type_or_error
2026-07-22T09:07:30Z	GET	200	15536	ccdb721e06d8a3dca88bd5f3fbdd12a54ab1901cbd9b1fb61b146fa72f4a643d	github_repo	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus	application/json; charset=utf-8
2026-07-22T09:07:30Z	GET	200	113190	1677f92525ded0145478c024f2c2af9697ae794a3cbf6a63170472bbb241164d	github_commits	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/commits?per_page=30	application/json; charset=utf-8
2026-07-22T09:07:31Z	GET	200	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	github_tags	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/tags?per_page=50	application/json; charset=utf-8
2026-07-22T09:07:31Z	GET	200	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	github_releases	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/releases?per_page=20	application/json; charset=utf-8
2026-07-22T09:07:31Z	GET	200	3742	50aa103baaadcfd21fc286e28037030ab7f1ca289c191a5c33911fb5701b766d	github_branch	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/branches/main	application/json; charset=utf-8
2026-07-22T09:07:32Z	GET	200	2962	306a7160cc4f49a9ae4a72b1013b1bb58df02dc5f822c2367d146cc4398e5e60	github_tree_recursive	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/git/trees/8eb038a61e1bc09cbd21640aa667a1714f53cda4?recursive=1	application/json; charset=utf-8
2026-07-22T09:07:32Z	GET	200	13369	77db38e7d2d974685a93d34928cf7902f82abf1e17870692308c14822de7d498	github_contents_doc	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/contents/README.md?ref=8eb038a61e1bc09cbd21640aa667a1714f53cda4	application/json; charset=utf-8
2026-07-22T09:07:33Z	GET	200	26654	beee87c3a164f936e5becbd2beea608f35cbcbed6a748914c55322cf92f4a624	github_contents_doc	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/contents/LICENSE?ref=8eb038a61e1bc09cbd21640aa667a1714f53cda4	application/json; charset=utf-8
2026-07-22T09:07:52Z	GET	ERR	0		github_contents_doc	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/contents/LICENSE.md?ref=8eb038a61e1bc09cbd21640aa667a1714f53cda4	HTTPError:HTTP Error 404: Not Found
2026-07-22T09:07:53Z	GET	200	2632	82f6ac59b7de9bd21634d16c8658e2b2e874c1c51c8e83f8474755c5f2a5ea11	github_contents_doc	api.github.com	https://api.github.com/repos/Perevalov/qald_9_plus/contents/CITATION.cff?ref=8eb038a61e1bc09cbd21640aa667a1714f53cda4	application/json; charset=utf-8
2026-07-22T09:07:54Z	GET	200	3003	d7bd5712472ed61f6345b0579ee1cd637f6f6afc53487adc142b4c30a9a6de90	crossref_doi	api.crossref.org	https://api.crossref.org/works/10.1109/ICSC52841.2022.00045	application/json
2026-07-22T09:07:54Z	GET	200	2789	7cce9010131f8caebd8e95611a7c901ac143d9c049427dec27b4443f51edd716	arxiv_atom	export.arxiv.org	https://export.arxiv.org/api/query?id_list=2202.00120	application/atom+xml; charset=utf-8
2026-07-22T09:07:54Z	GET	200	3393	7c81a2728a4b8d2c2403a5e676f18c0c1c0aeb3289909f487859fc54d6d5522f	hf_dataset_api	huggingface.co	https://huggingface.co/api/datasets/casey-martin/qald_9_plus	application/json; charset=utf-8
2026-07-22T09:07:55Z	GET	200	6198	738469f6db688e8f8b36b99f9d90033571e4f6b8efbb7b8e9e562b92be5e5fb6	github_repo	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0	application/json; charset=utf-8
2026-07-22T09:07:55Z	GET	200	15235	5e493eb12397bd7d8880173e5ed080cceb37d94a609c7f7ed7a0e66e8abc20bb	github_commits	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/commits?per_page=30	application/json; charset=utf-8
2026-07-22T09:07:55Z	GET	200	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	github_tags	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/tags?per_page=50	application/json; charset=utf-8
2026-07-22T09:07:56Z	GET	200	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	github_releases	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/releases?per_page=20	application/json; charset=utf-8
2026-07-22T09:07:56Z	GET	200	4448	fc542e2172e0ed48dcc954a5b9478deb79c668a4f44bcc1d061546a6481473a7	github_branch	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/branches/master	application/json; charset=utf-8
2026-07-22T09:07:56Z	GET	200	1765	6cbce0e6fac6309b76370e92580de911190183d50e8f5eb1cc744e2fb9628924	github_tree_recursive	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/git/trees/0a5f8f85b6f863c3b80f0fa02839e25d438af3ae?recursive=1	application/json; charset=utf-8
2026-07-22T09:07:57Z	GET	200	1124	909971d2a3de28faf6df04c05951cc7fcc4905e424ecf4fe5b5d1d2e83416052	github_contents_doc	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/contents/README.md?ref=0a5f8f85b6f863c3b80f0fa02839e25d438af3ae	application/json; charset=utf-8
2026-07-22T09:08:03Z	GET	ERR	0		github_contents_doc	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/contents/LICENSE?ref=0a5f8f85b6f863c3b80f0fa02839e25d438af3ae	HTTPError:HTTP Error 404: Not Found
2026-07-22T09:08:10Z	GET	ERR	0		github_contents_doc	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/contents/LICENSE.md?ref=0a5f8f85b6f863c3b80f0fa02839e25d438af3ae	HTTPError:HTTP Error 404: Not Found
2026-07-22T09:08:17Z	GET	ERR	0		github_contents_doc	api.github.com	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/contents/CITATION.cff?ref=0a5f8f85b6f863c3b80f0fa02839e25d438af3ae	HTTPError:HTTP Error 404: Not Found
2026-07-22T09:08:18Z	GET	200	12247	b1bdfc3075cd6547c65eb34779b32f9863027465eb68bdc1a86340630dae98ce	crossref_doi	api.crossref.org	https://api.crossref.org/works/10.1007/978-3-030-30796-7_5	application/json
2026-07-22T09:08:18Z	GET	200	2358	babb3908361a6028ed7a8f2ce356e43d6caef764e763556fd28e9c02f2b97f4d	hf_dataset_api	huggingface.co	https://huggingface.co/api/datasets/mohnish/lc_quad	application/json; charset=utf-8
2026-07-22T09:08:24Z	GET	ERR	0		homepage_html	lc-quad.sda.tech	http://lc-quad.sda.tech/	URLError:<urlopen error [Errno 111] Connection refused>
2026-07-22T09:08:17Z	GET	ERR	0		homepage_html_https	lc-quad.sda.tech	https://lc-quad.sda.tech/	URLError:<urlopen error [Errno 111] Connection refused>
